Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,Pr:D,Pr:R,ExtPrDio,Pr:Tot,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
1998,1999,,Albany,0,,0,1,1,,,0,,228,18,,78,306,118,,,3,,2,1,93,86,1001,186,146,12,18,1,,7,,,,34,43,,1,,,1327,4,655000,15,40000,10,1650,,,7,517,12,1225,22,145000,7,225,9,625,,,,9,,,9,4,4000,4,1658,3,1239,38,8794,2,440,,,18181,59805,94126,8,,11,62,639,4983,299,350,5041,3518,1214,413,1751,4454,403403,1340388
1998,1999,,Alexandria,0,,0,,1,,,0,,36,5,,25,66,16,8,,2,,2,,6,3,64,48,32,11,5,,,23,,,,23,1,,,1,9,11,1,145153,1,312,2,164,,,,,,,16,125650,1,152,,,,,,16,,,16,,,3,633,,,9,2745,,,,,1466,2975,7835,,,2,20,223,668,110,130,758,583,208,117,325,690,48050,401211
1998,1999,1/28/1961,Allentown,0,,0,,1,,1,0,,205,7,,32,244,74,3,,3,,1,,77,10,590,153,127,5,21,,,,,,,12,0,,,,,0,3,747375,1,1641,11,677,,,38,1494,3,820,14,72708,2,38,,,,,,32,,,32,2,3436,9,4302,,,56,14281,,,3,125,1865,16572,40613,24,,1,87,931,3979,184,400,0,3416,934,556,1490,3264,259847,1084189
1998,1999,5/27/1901,Altoona-Johnstown,0,,0,,1,,1,0,,116,5,,35,156,61,,,3,2,1,2,19,10,106,112,83,14,15,,,,,,,5,0,,,,,0,2,105802,,,3,269,,,,,,,2,61695,,,,,,,,9,,,9,2,4506,3,1177,,,30,4927,,,,,5072,8926,24617,7,,2,31,498,1560,112,246,2578,1960,469,331,800,1627,115210,647357
1998,1999,8/25/1926,Amarillo,0,,0,,1,,1,0,,45,4,,12,61,2,1,,,,1,,44,,148,35,32,2,1,,,,,,,13,0,,,,4,9,1,22300,1,730,1,56,,,6,356,2,550,4,35000,,,1,4,,,,8,,,8,,,1,120,,,8,966,,,,,1259,3550,5903,,,,11,93,1095,74,192,1070,1245,143,56,199,263,46356,393822
1998,1999,2/9/1966,Anchorage (Archdiocese),0,,1,,0,,,0,,12,1,1,5,19,9,9,,,,,,12,1,41,19,11,2,,,3,2,1,,,8,0,,,,14,33,1,287000,2,443,1,60,,,,,4,3495,5,14825,,,,,,,,4,,,4,,,,,1,112,2,343,1,74,,,942,3039,4514,,,,3,50,549,138,68,587,398,86,54,140,134,29307,389401
1998,1999,8/13/1974,Arlington,0,,0,,1,,,1,,123,7,1,14,145,77,16,,3,,7,,46,17,192,63,53,10,,,,,,,,6,0,,,,13,60,,,,,,,,,,,,,7,40365,,,,,,,,33,,,33,3,4049,3,3331,2,500,34,12808,1,188,1,88,3397,28585,52979,11,,,65,920,6654,784,514,6612,5238,1051,759,1810,1434,336123,2228575
1998,1999,7/2/1956,Atlanta (Archdiocese),0,,1,1,0,,,1,1,107,3,,11,121,99,14,,10,1,11,,136,1,121,69,55,14,1,,,,,,,22,2,,,1,16,147,2,110462,2,20210,5,152,,,2,90,1,71,12,40000,,,,,,,,62,,,62,,,1,1023,1,1025,12,4546,1,261,5464,28386,40767,28386,40767,2,,,14,369,6522,513,1160,5301,3598,790,850,1640,870,311000,4945355
1998,1999,1/1/1948,Austin,0,,0,,1,,,0,,96,7,1,13,117,51,,,2,,,48,149,38,118,95,75,20,22,,,,,,,30,1,,1,1,21,89,4,359290,3,75066,1,220,,,4,187,1,250,1,210,1,2850,,,,,,15,,,15,1,3422,2,277,2,402,15,3450,1,40,,,6963,23075,37644,,,,13,305,6820,603,914,5627,3775,1049,520,1569,1582,350000,1915392
1998,1999,5/19/1903,Baker,0,,0,,1,,,0,,21,4,1,14,40,8,9,,1,,,1,6,0,28,35,23,6,5,1,,,,,,29,0,,,1,6,17,4,214910,1,1622,1,269,,,5,312,,,,,,,,,,,,6,,,6,,,,,,,3,586,,,,,1056,2134,3782,,,,5,41,786,125,161,597,298,131,89,220,297,35588,417800
1998,1999,,Baltimore (Archdiocese),1,,0,1,0,3,,0,,217,14,,73,304,291,3,,5,,6,,187,80,1212,155,108,29,13,,,5,,,,7,3,,,3,70,179,5,1129483,3,677,18,1367,1,158,9,1999,15,2375,44,721081,2,323,6,10251,2,21,221,12,,,33,3,11428,9,3699,13,7223,67,22706,6,2108,5,343,4325,36818,88683,59,3,34,165,2711,8059,660,1344,8597,5902,1511,1066,2577,5105,484287,2849409
1998,1999,7/20/1961,Baton Rouge,0,,0,,1,,,0,,67,4,,17,88,38,11,,1,1,1,,25,13,109,70,55,10,4,,,,1,,,0,0,,,,20,69,1,208184,,,6,695,,,,,4,237,6,122820,,,,,,,,8,,,8,1,952,6,2614,2,1571,26,12711,,,1,52,6404,10843,35155,1,,2,21,1059,2678,216,364,2984,2499,697,362,1059,1669,207511,809065
1998,1999,9/29/1966,Beaumont,0,,0,,1,,,0,,38,5,,7,50,22,6,,,,,28,31,3,53,44,29,14,1,,,,,,,9,0,,,,4,22,3,296316,1,87372,,,,,,,,,4,56557,,,,,,,,12,,,12,,,1,627,,,6,1839,,,,,2317,6927,11722,,,,13,166,1263,176,405,1375,1060,208,162,370,838,87604,577664
1998,1999,,Belleville,0,,0,,1,,1,0,,94,5,,43,142,41,4,,1,,2,,36,10,265,127,87,3,31,2,,1,3,,,1,0,,,,21,21,8,477218,,,4,392,,,4,270,1,156,3,38569,,,,,,,,12,,,12,,,3,1675,,,37,7436,,,,,1355,7890,18368,,,,12,392,1619,306,315,1893,2009,379,340,719,1346,109233,853645
1998,1999,3/1/1977,Biloxi,0,,0,,1,,,0,,40,1,1,14,56,28,13,,,,,,20,32,55,44,34,7,3,,,,,,,14,0,,,1,10,6,,,,,7,736,,,,,,,6,101510,,,1,4000,,,,6,,,6,,,4,1260,1,550,14,3405,,,,,2291,4598,12110,,,4,18,303,815,438,242,1208,633,203,148,351,766,66507,726476
1998,1999,6/28/1969,Birmingham,0,,0,,1,,,1,2,50,2,2,15,69,45,,,1,1,,,28,34,170,54,40,12,,1,,1,,,,20,0,,5,3,30,83,1,129151,1,335000,,,,,,,,,13,52235,,,,,,,,13,,5,18,,,4,1469,1,132,19,5087,1,195,1,143,1861,5926,14831,5,,3,18,452,1483,239,526,1347,1053,188,261,449,518,71958,2644644
1998,1999,12/31/1909,Bismarck,0,,0,,1,,,1,2,45,5,,17,67,28,7,,1,1,3,4,56,21,153,62,43,8,10,1,,,,,,39,0,,1,2,10,35,4,215422,,,4,437,,,,,1,174,,,,,1,8,,,,23,,1,24,1,2148,3,1180,,,14,1965,,,,,3056,6763,15136,3,,,10,150,1208,114,135,1327,1407,248,179,427,647,66763,253552
1998,1999,,Boise,0,,0,,1,,,0,,54,7,,29,90,15,3,,,,,,34,6,103,58,47,4,6,1,,,,,,32,22,2,5,,8,63,5,602110,,,,,,,4,140,,,15,63525,,,,,,,,15,,,15,,,1,734,,,13,2515,,,,,2766,6459,12489,,,,3,174,2458,212,126,2099,1119,353,164,617,671,122640,1250000
1998,1999,,Boston (Archdiocese),1,,0,,0,5,1,,,651,71,,236,958,707,22,,6,,,,212,110,1646,382,353,29,11,,,,,,,0,2,2,6,,,,10,846384,2,253,29,3927,1,427,10,1893,,,46,160020,,,,,3,56,120,,4,163,219,8,21576,17,5739,18,8920,119,36429,11,3549,6,550,28749,126549,232280,14,10,35,303,2725,25355,515,356,23724,13054,6109,2324,8433,18763,2042688,3761400
1998,1999,8/6/1953,Bridgeport,0,,0,,1,,,0,,183,18,2,56,259,70,8,,3,,7,6,83,,487,88,84,4,,,,,,,,2,0,,,,98,130,2,186000,,,4,891,,,18,321,1,38,20,10973,,,1,56,1,15,,18,,,33,3,11132,5,2501,3,1012,33,9871,2,447,,,3257,26423,54676,16,,,41,756,5871,208,139,5898,3964,1696,320,2016,3542,360918,833315
1998,1999,,Brooklyn,0,,0,,1,4,,0,,435,55,1,194,685,220,52,,7,2,3,34,174,182,1273,218,192,22,4,,,,,,,0,0,,,10,152,210,4,1171309,23,879350,6,1400,18,7350,20,2100,35,13450,92,72074,75,2800,24,17454,1,9,6,20,1,12,41,3,19143,4,1971,17,15446,154,54740,3,484,1,105,10725,52000,154655,26,,63,357,3228,21953,805,864,15824,11151,3828,469,4297,11131,1625547,4216060
1998,1999,7/10/1965,Brownsville,0,,0,,1,,,0,,36,2,2,10,50,46,10,,1,2,1,,83,13,117,63,24,23,5,,,,,8,,45,1,,,3,19,137,,,2,429,2,1492,,,1,80,1,722,4,62386,,,2,1780,1,8,,16,,,24,,,,,1,700,6,2117,2,594,,,7385,25489,36309,1,,4,11,276,4564,3990,595,6721,2611,1318,78,1396,2252,774056,906945
1998,1999,,Buffalo,0,,0,,1,1,2,0,,312,10,,113,435,198,6,,,,1,4,92,46,1446,265,216,16,32,,,1,,,,11,0,,1,2,73,182,7,1265254,2,4230,15,1619,,,4,210,2,3105,4,2890,,,,,2,26,15,7,,1,34,7,14462,,,17,6074,89,22633,5,1052,1,140,12605,40393,97393,61,,11,191,1988,7910,217,449,8173,6096,2154,793,2947,7668,741506,1587808
1998,1999,,Burlington,0,,0,,1,,,0,,87,1,,49,137,51,2,,1,,2,,38,2,239,94,80,14,,,,,,,,39,1,,,,15,22,,,,,4,164,,,,,,,1,8222,,,1,12000,,,,10,,,10,3,3975,2,733,,,10,2028,3,623,,,1118,5846,14333,,,,14,215,1773,98,177,1930,1236,554,264,818,1557,147840,598000
1998,1999,12/9/1937,Camden,0,,0,,0,,1,0,,216,35,,4,320,49,25,,3,,1,,126,14,366,126,120,5,,1,,,,,,7,24,,,2,38,30,1,235759,4,7816,5,1005,,,1,60,1,800,12,9245,,,,,,,,25,,,25,,,8,4725,3,1218,50,15440,,,2,757,400,33930,56395,15,,4,112,1121,6822,814,421,6972,5956,1368,589,1957,4100,418713,1291117
1998,1999,,Charleston,0,,0,,1,,,1,1,65,5,1,21,92,34,6,,1,,3,,63,28,137,85,58,12,4,6,1,3,,1,,24,11,,1,6,30,53,2,286422,,,1,15,,,,,,,7,101301,,,,,,,,11,,,11,,,2,1292,,,24,6547,,,,,2027,10146,20023,,,,13,446,2008,289,470,2175,1991,328,378,706,949,121637,3760000
1998,1999,1/12/1972,Charlotte,0,,0,,1,,1,1,2,59,7,,22,88,67,6,,4,,1,,65,5,135,67,42,23,,,,2,,,,23,4,1,,2,13,71,,,7,114450,1,122,,,5,344,3,57,2,768,1,65,1,74,,,,24,,,24,2,939,2,1185,,,15,5883,,,,,3569,11811,23411,6,,,6,419,3098,323,488,2649,2802,349,447,796,581,119160,3882756
1998,1999,,Cheyenne,0,,0,,1,,,0,,36,2,,13,51,9,1,,,,,,7,1,29,36,29,6,1,,,,,,,42,0,,,1,13,34,,,,,2,95,,,3,245,1,108,10,10881,,,,,,,,8,,,8,,,,,1,54,6,1074,,,,,2149,7239,10524,2,,,5,112,1097,315,177,1120,838,130,165,295,600,49800,484010
1998,1999,,Chicago (Archdiocese),1,,0,,,7,2,0,,597,29,5,297,928,799,73,,12,9,8,29,612,366,3176,378,311,49,14,,,3,1,,,12,7,,,8,167,525,19,2879196,1,4500,40,4934,3,3683,34,3480,4,3462,92,264839,6,1168,9,190107,3,344,126,6,1,128,478,6,41047,7,2394,39,29551,270,98170,2,455,6,521,8396,103131,284143,49,,78,349,5615,39150,1979,1532,30324,20207,8352,1905,10257,18203,2358000,5682000
1998,1999,,Cincinnati (Archdiocese),0,,1,,1,1,,0,,239,13,1,96,349,260,6,,4,,4,20,137,177,1340,235,158,25,52,1,,4,,,,0,0,,4,4,59,274,11,1216036,2,284,13,2605,1,24,1,223,1,61,6,39376,3,15,6,928,1,30,2,7,,,37,4,19198,18,13130,4,2854,109,40093,3,1060,,,6398,36281,119051,10,,24,105,3238,8369,1187,1016,9386,9431,1809,1299,3108,4539,547000,2901082
1998,1999,,Cleveland,0,,0,,1,2,,1,,357,19,5,118,499,143,39,,5,1,3,9,168,75,1598,235,214,16,2,1,1,1,,,,1,2,,2,6,100,186,3,345127,,,24,3594,1,285,7,922,6,1087,22,449261,1,105,3,53619,2,55,1,,,5,60,3,6396,7,4300,16,10088,132,48853,8,3045,2,185,6638,44561,124126,22,,20,221,3257,10901,1033,1024,12525,10147,2784,1566,4350,8725,827971,2822180
1998,1999,1/30/1984,Colorado Springs,0,,0,,1,,,0,,25,1,,8,34,21,6,,,,,,18,3,140,31,14,7,3,1,,,4,,2,9,0,1,,,3,62,2,254517,2,113,2,103,,,,,,,,,,,,,,,,3,,,3,,,,,,,4,1348,,,,,2189,7067,10607,,,,,78,1427,196,235,1497,645,187,151,338,432,81515,702808
1998,1999,,Columbus,0,,0,,1,,1,0,,135,8,,51,194,40,13,,2,,1,,64,5,388,107,94,7,5,,,1,,,,5,0,,1,,28,90,4,906461,,,16,1387,,,4,897,1,1000,13,346210,,,2,981,1,10,96,3,,2,15,1,1977,11,4785,,,45,14166,1,100,,,1397,15461,37901,1,,,34,979,3785,536,651,4131,3396,589,651,1240,1626,193955,2243099
1998,1999,3/23/1912,Corpus Christi,0,,0,,1,,1,1,1,72,10,1,22,105,60,4,,1,4,1,7,74,36,273,84,48,15,18,3,,,,,,59,10,1,,4,19,48,6,300843,,,2,151,1,61,2,135,2,1120,8,26387,,,1,2150,,,,27,,,27,1,10,1,560,1,360,20,3356,3,1205,,,4516,16432,26446,,,,60,333,5621,180,617,5018,5131,1013,135,1148,2382,363000,863242
1998,1999,,Covington,0,,0,,1,,1,0,,62,3,,48,113,2,,,,,,,18,9,430,48,42,0,3,,,3,,,,9,0,,,,12,38,3,379000,,,3,576,2,88,1,113,,,4,80465,,,1,6936,,,,6,,,6,1,1500,7,2450,2,791,29,8049,2,498,1,21,425,4267,18007,,,1,63,647,1320,419,155,1622,1522,331,217,548,825,85202,401127
