San Francisco (Archdiocese),,14,21,12,,,,,,,,,,,,,,,,
San Jose,9,,17,10,9,,,,,,,,,,,,,,,
San Jose in California,,,,,,14,20,22,27,26,22,19,20,22,17,17,16,12,11,8
Santa Fe,15,,,,32,43,26,26,33,33,36,36,35,15,21,31,31,36,44,43
Santa Fe (Archdiocese),,21,25,23,,,,,,,,,,,,,,,,
Santa Rosa,8,18,12,11,8,,,,,,,,,,,,,,,
Santa Rosa in California,,,,,,6,4,1,,2,3,5,4,5,7,5,5,10,7,8
Savannah,5,7,7,10,17,21,21,19,22,20,14,14,15,15,16,15,13,17,12,13
Scranton,35,61,86,81,76,26,25,24,23,19,14,13,10,7,8,13,16,13,11,9
Seattle,12,,,,30,26,30,28,31,34,34,30,32,31,27,27,28,28,30,27
Seattle (Archdiocese),,19,38,29,,,,,,,,,,,,,,,,
Shreveport,8,3,4,3,4,2,2,,2,2,4,4,3,5,4,4,4,4,8,8
Sioux City,10,7,7,7,11,13,13,12,9,18,17,18,11,9,8,14,20,19,18,15
Sioux Falls,20,20,29,28,28,33,26,24,25,25,22,28,27,21,22,23,22,21,22,23
Spokane,10,43,48,39,39,10,13,83,19,18,21,15,13,12,17,16,13,10,12,4
Springfield IL,18,28,21,20,,,,,,,,,,,,,,,,
Springfield MA,26,15,11,16,,,,,,,,,,,,,,,,
Springfield in Illinois,,,,,22,19,15,11,13,16,8,9,10,11,13,12,20,25,20,23
Springfield in Massachusetts,,,,,16,13,12,10,8,8,9,14,22,25,27,23,20,14,8,12
Springfield-Cape Girardeau,27,19,30,30,40,42,31,33,23,22,38,32,29,13,14,8,12,13,13,16
St. Augustine,6,12,21,17,24,23,22,19,19,11,11,13,9,7,7,8,18,30,29,29
St. Cloud,23,12,10,13,13,13,13,21,22,17,21,18,14,18,20,22,20,23,33,33
St. George's in Canton Romanian,,1,1,,,3,2,2,3,1,1,1,2,2,2,2,2,2,,
St. Josaphat in Parma,,,3,6,,,4,5,3,4,3,8,7,8,8,2,2,2,1,1
St. Josaphat in Parma - Ukrainian,,1,,,,,,,,,,,,,,,,,,
St. Josaphat in Parma-Ukranian,,,,,,,,,,,,,,,,,,,,
St. Louis,116,,,,101,98,128,110,52,242,338,100,194,109,104,75,69,69,76,76
St. Louis (Archdiocese),,47,70,92,,,,,,,,,,,,,,,,
St. Maron,9,,,,,,,,,,,,,,,,,,,
St. Maron Brooklyn,,4,,1,5,3,3,3,2,2,2,3,5,5,4,3,3,6,3,7
St. Nicholas Chicago - Ukrainian,,2,,,,,,,,,,,,,,,,,,
St. Nicholas Chicago Ukrainian,,,,,,3,2,2,2,4,5,5,5,3,3,1,1,1,1,
St. Nicholas Chicago Ukranian,,,,,,,,,,,,,,,,,,,,
St. Nicholas- Ukranian,4,,,,,,,,,,,,,,,,,,,
St. Paul and Minneapolis,51,,,,65,69,62,81,93,97,128,144,173,173,68,83,82,89,192,78
St. Paul and Minneapolis (Archdiocese),,53,104,69,,,,,,,,,,,,,,,,
St. Peter (Chaldean),,,,,,,,,,,,,,,,,,,7,11
St. Petersburg,25,14,13,13,13,19,24,23,21,19,18,19,26,25,29,31,34,31,35,35
St. Thomas Syro-Malabar,,,,,,,,,,,,,,,,1,2,2,3,8
St. Thomas Virgin Islands,,,,,3,3,2,1,1,1,1,2,2,2,1,3,2,4,3,4
St. Thomas the Apostle,4,1,6,2,2,1,3,2,2,1,6,6,6,6,6,7,7,8,10,10
Stamford-Ukrainian,,38,1,,1,1,1,,17,14,16,18,13,11,11,7,7,7,2,5
Stamford-Ukranian,13,,,4,,,,,,,,,,,,,,,,
Steubenville,6,7,7,9,9,8,11,12,11,7,7,11,12,13,7,9,6,6,20,9
Stockton,,12,10,10,9,9,7,8,9,10,10,12,9,7,10,10,13,11,11,7
Superior,10,18,10,7,6,4,8,7,7,11,10,12,12,11,7,6,7,5,3,5
Syracuse,28,27,32,19,19,21,44,31,31,36,23,19,20,23,26,28,30,24,25,21
